"","no.","block","accuracy","image","description","verifications","Valence_mean","Arousal_mean","Order","SentimentScore"
"291",11,"Person9",0.0492909923195839,"Mother.1","Theirs 3 people on beach in front of the sea","No",6.107843137,4.089108911,"3",0
"292",12,"Person9",0.0385040082037449,"Mother.1","This one is of like er a verge with a boat in it erm kinda tilted towards one side with like some swans in front of it erm there's some grass on either side and then the verge is like quite muddy and there's some water in the verge but the boat is on the side and the swans are swimming in the verge and there's some trees behind it erm there's 3 trees like main and the rest is like leaves and such is what you can see","No",6.107843137,4.089108911,"29",-0.0124525081091144
"293",13,"Person9",0.108270257711411,"Mother.1","So theirs a on a beech holding up a baby and there's the sea in the background with the sun","Yes",6.107843137,4.089108911,"0",0
"294",14,"Person9",0.0732574537396431,"Mother.1","It's a mother holding her baby up in front of a body of water","Yes",6.107843137,4.089108911,"21",0
"295",15,"Person9",0.115525729954243,"Mother.1","This picture is of a woman holding a child on what looks like a beech at sunset","Yes",6.107843137,4.089108911,"21",0
"296",16,"Person9",0.0990143269300461,"Mother.1"," this is a  photo of a woman holding a child into the air and there is a form of water behind her","Yes",6.107843137,4.089108911,"3",-0.0606890738594458
"297",17,"Person9",0.113929621875286,"Mother.1","Someone holding a child in the air with sea as a back drop","Yes",6.107843137,4.089108911,"24",0
"298",18,"Person9",0.0647111833095551,"Mother.1","I mean you could throw your baby down a well but I don't see the benefits I mean it like the whole lion cubs off cliffs so they come up stronger is not good parenting and never has been, people who think it is had bad parenting themselves you shouldn't perpetuate a cycle of bad parenting  ","No",6.107843137,4.089108911,"26",-0.0310271233504654
"299",19,"Person9",0.117642723023891,"Mother.1","a woman holding a child up  in what appears to  be early evening by the sea ","Yes",6.107843137,4.089108911,"13",0.0366748166259169
"300",20,"Person9",0.102101035416126,"Mother.1","Next is a woman raising a baby into the air with the backdrop of the sea","Yes",6.107843137,4.089108911,"9",0
"301",21,"Person9",0.139543265104294,"Mother.1","This picture is of a woman holding a child into the sky in front of a sunset over  the sea","Yes",6.107843137,4.089108911,"19",0
"302",22,"Person9",0.0929545909166336,"Mother.1","It is a view of a horizon over the sea and there is a child being held in the air by what looks like a parent","Yes",6.107843137,4.089108911,"1",0
"303",23,"Person9",0.036781195551157,"Mother.1","It is a speed boat going at well at speed couple of people on it stood up nice blue water","No",6.107843137,4.089108911,"30",0.0372590911443124
"304",24,"Person9",0.0604194514453411,"Mother.1"," A father holding his child up","No",6.107843137,4.089108911,"29",0
"305",25,"Person9",0.0951507166028023,"Mother.1","A mother holding up a baby on a beach","Yes",6.107843137,4.089108911,"0",0
"306",26,"Person9",0.0811529532074928,"Mother.1","a woman carrying a baby in the air","Yes",6.107843137,4.089108911,"23",0
"307",27,"Person9",0.0578272007405758,"Mother.1","A picture of a father with child","No",6.107843137,4.089108911,"12",0
"308",28,"Person9",0.0540798418223858,"Mother.1","That is a man holding his child in the area","No",6.107843137,4.089108911,"15",0
"309",29,"Person9",0.0653165578842163,"Mother.1","Aww  so cute and the sunset is beautiful it looks like Mufasa and simber just that Mufasas a woman","Yes",6.107843137,4.089108911,"35",0.0503154243458042
"310",30,"Person9",0.0357166267931461,"Mother.1","There's a family sitting in a forest","No",6.107843137,4.089108911,"8",0
"311",31,"Person9",0.0996159166097641,"Mother.1"," this is a picture of the beach and Infront  is a woman holding a child its like a silhouette","Yes",6.107843137,4.089108911,"9",0
"312",32,"Person9",0.065420113503933,"Mother.1","Ok I'm seeing a a mother and kid on the beach and at the back a big boat on the horizon looks like she's catching him looks like a boy","Yes",6.107843137,4.089108911,"6",0.0321167883211679
"313",33,"Person9",0.0164248440414667,"Mother.1"," in this image I see a boxing match there looks to be to people who are kind of looking or are just in the setting or in the ring one of them was a particularly aggressive look in there eyes  whilst the other one I can't really see their face with the bands being red  the floor of the ring  being blue and the quite a few people around them","No",6.107843137,4.089108911,"9",0.0244849047976281
"314",34,"Person9",0.0853957682847977,"Mother.1","I see a mother holding her baby in kind of a sunset thing","Yes",6.107843137,4.089108911,"0",0.0742133660703785
"315",35,"Person9",0.0357637293636799,"Mother.1","I see people running on a beech there are 2 of them a couple probably","No",6.107843137,4.089108911,"33",0
"316",36,"Person9",0.0584747008979321,"Mother.1","This is a father holding a child","No",6.107843137,4.089108911,"13",0
"317",37,"Person9",0.127778306603432,"Mother.1","there is a woman and a child's in silhouette which appears to  be like a mother and child I suppose silhouetted against the sea with sun reflecting off the it with like a  yellowery colour in the background","Yes",6.107843137,4.089108911,"23",0
"318",38,"Person9",0.0645683482289314,"Mother.1","It's a mother holding a baby up on a beech","Yes",6.107843137,4.089108911,"29",0
"319",39,"Person9",0.0848119556903839,"Mother.1","A woman throwing a child in the air","Yes",6.107843137,4.089108911,"8",0
"320",40,"Person9",0.101081430912018,"Mother.1","A dad holding his baby daughter up in front of the sunset holiday picture","No",6.107843137,4.089108911,"10",0
"321",1,"Animal7",0.0393964163959026,"Cat.1","It's a doggo again","No",5.421568627,3.841584158,"8",0
"322",2,"Animal7",0.143824368715286,"Cat.1","A black and white cat with very shiny blue eyes","Yes",5.421568627,3.841584158,"25",0.00483091787439614
"323",3,"Animal7",0.0274254716932774,"Cat.1","Here we have a dog with green eyes yes but its that sort of grainy brown erm bit like mine have occasionally been described to be erm its got brown fur , I'm not knowledgeable about dogs its not a Labrador erm saint Bernard I think erm its sort of got that (it it sort of skin is) folded but then its not got particularly long fur so it doesn't look horribly shaggy erm in the background you've got a nice wooden table I'm guessing piranha pine erm and its on a very pleasant looking erm floorboarded floor but the floorboards are flat so it looks fairly new erm that's about it really erm on the table you can just see the edge- the  bottom of a red mug I'm going for by the handle the table sort of to the left hand side of the screen and the mugs so the mug is  about top  3 quarters of the way to the right hand side so 1 quarter from the left and then the dog is centre frame erm its orientated so its body is to the left hand side of the screen and its head is looking straight at you in the middle erm its expression kinda indicates it wants some sort of biscuit","No",5.421568627,3.841584158,"21",0.0259488611849977
"324",4,"Animal7",0.0952935069799423,"Cat.1","Er there's a aww cute cat looking right at the camera< it blue eyes and er black and white cat can't really see the background as its all black and the cats' er right side of his head blending into it","Yes",5.421568627,3.841584158,"16",0.0194184455627685
"325",5,"Animal7",0.047067292034626,"Cat.1","This is a picture: of the tesseract from  the avengers","No",5.421568627,3.841584158,"19",0
"326",6,"Animal7",0.0810476392507553,"Cat.1","I see a  dog with blue eyes it's a husky","No",5.421568627,3.841584158,"1",0
"327",7,"Animal7",0.0680942460894585,"Cat.1","the picture is of a black cat with green eyes","No",5.421568627,3.841584158,"5",-0.0349351582290446
"328",8,"Animal7",0.0656871721148491,"Cat.1","black and white dog sitting against a  black background","No",5.421568627,3.841584158,"7",-0.0447382611995446
"329",9,"Animal7",0.0861214473843575,"Cat.1","It's a black and white cat starring just off the camera in a very photographic shot of a black and white cat","Yes",5.421568627,3.841584158,"31",-0.00453943635331946
"330",10,"Animal7",0.101579658687115,"Cat.1","It's a picture of a cat with blue eyes","Yes",5.421568627,3.841584158,"26",0
"331",11,"Animal7",0.132236748933792,"Cat.1","A picture of a cat with blue eyes, a black and white cat with blue eyes","Yes",5.421568627,3.841584158,"35",-0.0116715447738414
"332",12,"Animal7",0.0188459102064371,"Cat.1","Erm theirs a pathway there's a mum wearing a puffer jacket with feller and hood and like a toddler on a bike and their  walking a dog looks like a Labrador  ","No",5.421568627,3.841584158,"5",0
"333",13,"Animal7",0.115978501737118,"Cat.1","it's a cat with blue eyes and black and white fur","Yes",5.421568627,3.841584158,"26",-0.026525198938992
"334",14,"Animal7",0.129854500293732,"Cat.1","Oh it's a black and white cat with blue eyes","Yes",5.421568627,3.841584158,"10",-0.0124758651418387
"335",15,"Animal7",0.103713192045689,"Cat.1","I see a cat who is  black and white and has really blue eyes","Yes",5.421568627,3.841584158,"9",-0.0159872102318145
"336",16,"Animal7",0.137447908520699,"Cat.1","This is a photo of a cat and it has very pretty blue eyes","Yes",5.421568627,3.841584158,"11",0.0246549362553999
"337",17,"Animal7",0.0652843490242958,"Cat.1","A cat","Yes",5.421568627,3.841584158,"1",0
"338",18,"Animal7",0.0568325594067574,"Cat.1","Cat however are actually really good","Yes",5.421568627,3.841584158,"7",0.0652346192970452
"339",19,"Animal7",0.082816481590271,"Cat.1","cats with blue eyes looking to the left ","Yes",5.421568627,3.841584158,"12",0
"340",20,"Animal7",0.0931137427687645,"Cat.1","Next we have a cat with blue eyes and black and white fur","Yes",5.421568627,3.841584158,"34",-0.0174013921113689
"341",21,"Animal7",0.121767289936543,"Cat.1","This picture is of a cat with black and white fur and blue eyes","Yes",5.421568627,3.841584158,"13",-0.0165445521153392
"342",22,"Animal7",0.0808418095111847,"Cat.1","There is a cat looking towards the camera, one of its eyes is slightly glazed over and it has black and white stripes.","Yes",5.421568627,3.841584158,"31",-0.0154979548234617
"343",23,"Animal7",0.0220916029065847,"Cat.1","It's a doggo it's a  big doggo and he's jumping on a human it's a very excited dogo","No",5.421568627,3.841584158,"6",0.0201820077031692
"344",24,"Animal7",0.0866876840591431,"Cat.1"," A cat with green eyes","No",5.421568627,3.841584158,"8",-0.0610613036103707
"345",25,"Animal7",0.0656264126300812,"Cat.1","A puppy with green eyes staring to the left hand side of the screen","No",5.421568627,3.841584158,"18",-0.016249695049539
"346",26,"Animal7",0.07417893409729,"Cat.1","evil looking cat","Yes",5.421568627,3.841584158,"24",-0.287769784172662
"347",27,"Animal7",0.0770987942814827,"Cat.1","This is a rather beautiful picture of a cat","Yes",5.421568627,3.841584158,"28",0.246802627030764
"348",28,"Animal7",0.0984306111931801,"Cat.1","That is a cat with blue eyes","Yes",5.421568627,3.841584158,"9",0
"349",29,"Animal7",0.0621260702610016,"Cat.1","Meh scary cat","Yes",5.421568627,3.841584158,"34",-0.045741294859822
"350",30,"Animal7",0.0488190650939941,"Cat.1","Picture of a dog starring at a camera","No",5.421568627,3.841584158,"27",0
"351",31,"Animal7",0.0410762503743172,"Cat.1","This is a picture of a rabbit just looking to the side","No",5.421568627,3.841584158,"26",0
"352",32,"Animal7",0.12686114013195,"Cat.1","Ok I'm looking at a picture of a cat that's got very blue eyes it's a black and white cat","Yes",5.421568627,3.841584158,"25",0.0097323600973236
"353",33,"Animal7",0.0973916426301003,"Cat.1","in this image I see a cats more a  black and white cat like it has a inner towards closer to its face and its stomach or along its stomach its got white fur but on the outskirts its got black fur  it also has very blue light blue eyes and quite a few distinctive whiskers on its face as well","Yes",5.421568627,3.841584158,"6",0.00979396191905123
"354",34,"Animal7",0.0902220606803894,"Cat.1","Hear we can see a cat black and white with a dot on her nose and very beautiful eyes","Yes",5.421568627,3.841584158,"30",0.0343580398473975
"355",35,"Animal7",0.0682151839137077,"Cat.1","I see a cat with very very dark eyes","No",5.421568627,3.841584158,"21",-0.0270887080769994
"356",36,"Animal7",0.0323687978088856,"Cat.1","(inaudible )","No",5.421568627,3.841584158,"32",0
"357",37,"Animal7",0.0347371511161327,"Cat.1","there is a yellow dog","No",5.421568627,3.841584158,"10",0
"358",38,"Animal7",0.025405578315258,"Cat.1","It's a pig in a farm","No",5.421568627,3.841584158,"6",0
"359",39,"Animal7",0.0621700547635555,"Cat.1","A cat","Yes",5.421568627,3.841584158,"3",0
"360",40,"Animal7",0.0931806489825249,"Cat.1","a cat with yellow eyes","No",5.421568627,3.841584158,"0",0
"361",1,"Object4",0.0669578164815903,"Knife.1"," It's a knife I think its like a switch blade I'm not sure","Yes",3.245098039,3.623762376,"9",-0.105633802816901
"362",2,"Object4",0.0677335187792778,"Knife.1","A knife a strange looking knife ","Yes",3.245098039,3.623762376,"12",-0.0289855072463768
"363",3,"Object4",0.0267435628920794,"Knife.1","In this picture I can see a knife it looks like its been very badly Photoshop as all of the edges of everything are sort of crinkly although then their rather correct shadows there's a reflection in the grannie- (granite) looking surface then the shadow going in the other direction erm other than that the top is (the work- the) granite surface is completely bare it's just got some white circles in it  as granite does erm the knife looks like its some sort of folding utility knife its got some sort of folding bit sticking out of the back of the handle there are many mini circles in the handle that appear to be their for aesthetic  purposes erm and then the sufficient nuts and bolty type looking things near the blade that make it look like it probably folds the back of the blade is crinkled so it could be a meant to be a saw but it's the front the actually the cutting edge of the blade its all juddery, just badly photo shopped the blade its got what looks to be an eye etched into it and then and then some other engraving but I can't quite work out what it is because it's a bit blurry the handle has got a black section on it and then the rest of it is stainless steel probably the blade is slightly greyer.","Yes",3.245098039,3.623762376,"20",-0.0252632742163754
"364",4,"Object4",0.0886294320225716,"Knife.1","Another knife this one clean somehow balanced on a polished granite top silver knife looks like its probably got a couple of attachments in the handle","Yes",3.245098039,3.623762376,"28",0.0611681035227208
"365",5,"Object4",0.0695349723100662,"Knife.1","This is a picture of a knife (stab) into a table","Yes",3.245098039,3.623762376,"20",0
"366",6,"Object4",0.0609391964972019,"Knife.1","It's a knife of some kind its quite big","No",3.245098039,3.623762376,"5",0.0380979257795964
"367",7,"Object4",0.0649653226137161,"Knife.1","The picture is of a knife a sharp knife with a black handle with holes in","Yes",3.245098039,3.623762376,"0",-0.0277893304094673
"368",8,"Object4",0.0641165226697922,"Knife.1","Its what is that, it's a knife","Yes",3.245098039,3.623762376,"4",0
"369",9,"Object4",0.0544852875173092,"Knife.1","Tis a sword","No",3.245098039,3.623762376,"1",0
"370",10,"Object4",0.0587854236364365,"Knife.1","It's a picture of a knife","Yes",3.245098039,3.623762376,"28",0
"371",11,"Object4",0.0647462233901024,"Knife.1","A picture of a knife","Yes",3.245098039,3.623762376,"13",0
"372",12,"Object4",0.0745561495423317,"Knife.1","Erm this ones another knife it looks like its balancing on a tip and there's a shadow behind it","Yes",3.245098039,3.623762376,"35",-0.0640414702754455
"373",13,"Object4",0.0693682283163071,"Knife.1","It's a knife stood on its edge with a black background","Yes",3.245098039,3.623762376,"10",-0.0795755968169761
"374",14,"Object4",0.0591711401939392,"Knife.1","It's a large knife sticking out of a table","Yes",3.245098039,3.623762376,"28",0.0481211941185207
"375",15,"Object4",0.0550718680024147,"Knife.1","I see a knife and that's pretty much all it shows and it er stuck up in the air","Yes",3.245098039,3.623762376,"12",0.0647482014388489
"376",16,"Object4",0.0753419324755669,"Knife.1","This is a photo of a knife and there's a reflection and its mostly black and grey","Yes",3.245098039,3.623762376,"34",-0.0164366241702666
"377",17,"Object4",0.0142298461869359,"Knife.1","A large meadow with cows in","No",3.245098039,3.623762376,"9",0.0661594442606682
"378",18,"Object4",0.0750335454940796,"Knife.1","I mean balisong are not that cool I had a balisong pen in lower 6th and it didn't have ay blade but I liked just using it for tricks but like real balisongs aren't cool because there extremely dangerous and they provide nothing","No",3.245098039,3.623762376,"24",0.00912508067547954
"379",19,"Object4",0.0842304304242134,"Knife.1","A knife that seems to be stuck into the surface ","Yes",3.245098039,3.623762376,"35",0
"380",20,"Object4",0.0778045654296875,"Knife.1","next is a switchblade not much to it its on a grey backdrop with a shadow in the background","Yes",3.245098039,3.623762376,"12",-0.0208816705336427
"381",21,"Object4",0.0728309378027916,"Knife.1","This picture is of  er a knife balanced on its point I think it's a pen knife","Yes",3.245098039,3.623762376,"28",0
"382",22,"Object4",0.0712341889739037,"Knife.1","It is a knife with a rounded edge and a serrated back and holes in the handle.","Yes",3.245098039,3.623762376,"0",0
"383",23,"Object4",0.0183741990476847,"Knife.1","There is a watering can on the screen it is on a table it's a very pretty watering can its pink","No",3.245098039,3.623762376,"0",0.0139721591791172
"384",24,"Object4",0.0611571334302425,"Knife.1"," A knife","Yes",3.245098039,3.623762376,"9",0
"385",25,"Object4",0.072683297097683,"Knife.1","A fork that is lying on the  kitchen side and have a nice sparkling effects on it","No",3.245098039,3.623762376,"22",0.097498170297234
"386",26,"Object4",0.0523253530263901,"Knife.1","A fork","No",3.245098039,3.623762376,"7",0
"387",27,"Object4",0.0580473951995373,"Knife.1","It's a knife I suppose","Yes",3.245098039,3.623762376,"0",0
"388",28,"Object4",0.0629812479019165,"Knife.1","That is a knife on a grey background","Yes",3.245098039,3.623762376,"7",-0.018957345971564
"389",29,"Object4",0.0310684032738209,"Knife.1","That doesn't look scary","Yes",3.245098039,3.623762376,"9",-0.045741294859822
"390",30,"Object4",0.0614819750189781,"Knife.1","picture like pen knife might be lying on the table or stuck in a table not really sure  ","Yes",3.245098039,3.623762376,"15",-0.0978093803853379
"391",31,"Object4",0.0668452009558678,"Knife.1","This is a picture of a knife that's standing upright","Yes",3.245098039,3.623762376,"17",0
"392",32,"Object4",0.0741143897175789,"Knife.1","K I'm seeing a picture of what looks like a a butterfly knife one of those knife you can get out very quickly it looks like it can make a mess of somebody that like a weapon not a tool","Yes",3.245098039,3.623762376,"29",0.0150851581508516
"393",33,"Object4",0.0306140072643757,"Knife.1","I see an Apple iPhone where its  open with the app of Angry Birds if you don't known the game Angry Birds there's a slingshot or what looks  to be a slingshot held back with a type of the red bird specifically from the game and it's looking to be waiting to be  fired at the wooden structure in terms of the background can't really see anything behind the phone all I see is just a table very much a wooden table specifically but other than that nothing else","No",3.245098039,3.623762376,"19",-0.0473003842681451
"394",34,"Object4",0.0547200553119183,"Knife.1","I see a knife which is falling to the ground and is already touching the ground","Yes",3.245098039,3.623762376,"13",0.0618444717253154
"395",35,"Object4",0.0579976178705692,"Knife.1","ok I see a knife stuck on too a table and I see a nice shadow of the knife","Yes",3.245098039,3.623762376,"0",0.076404048422306
"396",36,"Object4",0.04840037971735,"Knife.1","There's is a knife in the floor","Yes",3.245098039,3.623762376,"16",0
"397",37,"Object4",0.0854194164276123,"Knife.1","it's a picture of a pen knife its black  with multiple cut outs that are a Silvery colour its a standing on end on a grey background with its Shadow being cost across","Yes",3.245098039,3.623762376,"35",-0.014718320062809
"398",38,"Object4",0.0686330795288086,"Knife.1","Its just a plane knife","Yes",3.245098039,3.623762376,"26",0
"399",39,"Object4",0.0570545271039009,"Knife.1","A knife in an apple","No",3.245098039,3.623762376,"20",0
"400",40,"Object4",0.0620584338903427,"Knife.1","A knife with blood on it except a mans holding it this time","No",3.245098039,3.623762376,"20",0
"401",1,"Object6",0.0778483152389526,"Keys.1","It's a set of keys like lots of keys ","Yes",4.02970297,2.368932039,"10",0
"402",2,"Object6",0.0856599509716034,"Keys.1","A pile of keys all sorts of keys lots of tags","Yes",4.02970297,2.368932039,"32",0
"403",3,"Object6",0.0291328150779009,"Keys.1","Hear we can see a pile of nice antique keys most of them look to be brass but some of them are iron couple of them have leather tags so there not actually historical because they don't tend to come with leather tags if there historical couple of the iron ones are on an iron ring its just a jumble of them its looks vaguely like a scrap heap but made up entirely by iron keys erm the surface there on is wooden you can see little bits in the foreground erm its quite a dimly lit room this one but well enough that you can see they keys I'm concentrating enough to reckon it might be lit by a candle erm most the keys have got a sort of that lovely ornaty bit that it sort of goes in a nice big loop looking like something the dwarves might have made erm so I'm guessing this is supposed to be some sort of key collection but one made by the Victorians as some sort of fake key collection erm to look pretty in their folly or castle or whatever they happened to have got  ","No",4.02970297,2.368932039,"33",0.0268437301820903
"404",4,"Object6",0.111705496907234,"Keys.1","Er it's a large pile of keys different types of keys and keyrings and stuff yeah","Yes",4.02970297,2.368932039,"17",0.0151239816402332
"405",5,"Object6",0.0733546540141106,"Keys.1","This a picture of a collection of padlocks","No",4.02970297,2.368932039,"23",0
"406",6,"Object6",0.103898242115974,"Keys.1","There is a pile of keys and they're all different shapes","Yes",4.02970297,2.368932039,"2",0
"407",7,"Object6",0.0397123731672764,"Keys.1","The picture is of a brass tortoise in the middle of a street with that's","No",4.02970297,2.368932039,"1",0
"408",8,"Object6",0.111280918121338,"Keys.1","Bunch of keys pink fob right in the middle of the screen couple of greens ones sticking out and a yellow one","Yes",4.02970297,2.368932039,"32",0.0186942020012383
"409",9,"Object6",0.10747230052948,"Keys.1","Keys lots of key lots of different styles of keys only 1 type of key ring though","Yes",4.02970297,2.368932039,"6",0
"410",10,"Object6",0.0411142520606518,"Keys.1","A picture of a door","No",4.02970297,2.368932039,"35",0
"411",11,"Object6",0.0826832130551338,"Keys.1","Er it's a pile of keys er some of them have tags on it's a variety of keys","Yes",4.02970297,2.368932039,"6",0
"412",12,"Object6",0.0903447940945625,"Keys.1","Erm this one is just a pile of keys there's a red label with a number like a key keyring theirs a car key a few front door keys and stuff","Yes",4.02970297,2.368932039,"9",-0.00800518378443068
"413",13,"Object6",0.129666894674301,"Keys.1","It's a picture of loads of different keys with keyrings on them","Yes",4.02970297,2.368932039,"29",0
"414",14,"Object6",0.102267205715179,"Keys.1","It's a disorganised set of keys each one has a tag on them that doesn't say anything","No",4.02970297,2.368932039,"35",0
"415",15,"Object6",0.13659094274044,"Keys.1","This photo of a collection of keys and key chains the one in focus is circular and has a pink key chain","Yes",4.02970297,2.368932039,"26",-0.00959232613908873
"416",16,"Object6",0.119477860629559,"Keys.1","This is a photo of a lot of keys and there is a purple 1 and a green one and a yellow one","Yes",4.02970297,2.368932039,"1",-0.0151722684648614
"417",17,"Object6",0.0847200602293015,"Keys.1","A set well many sets of keys","Yes",4.02970297,2.368932039,"15",0.154372036608226
"418",18,"Object6",0.0672665014863014,"Keys.1","Key cards aren't as good as key. What wait are they well key cards key cards store better they tessellate but key meh","No",4.02970297,2.368932039,"10",0.0159758251339703
"419",19,"Object6",0.11194671690464,"Keys.1","Pile of keys and key fobs different types of keys but generally the same key fob ","Yes",4.02970297,2.368932039,"1",0.00366748166259169
"420",20,"Object6",0.0787501335144043,"Keys.1","This is just a pile of keys","Yes",4.02970297,2.368932039,"28",0
"421",21,"Object6",0.0756664127111435,"Keys.1","This picture contains some keys and fobs","Yes",4.02970297,2.368932039,"0",0
"422",22,"Object6",0.0973850265145302,"Keys.1","The picture is of a pile of keys, the keys, some of the keys are out of focus. They look to be for assorted locks.","Yes",4.02970297,2.368932039,"32",0
"423",23,"Object6",0.0605019703507423,"Keys.1","It some spanners and tools there's a couple of hammers in there very colourful lots of handles","No",4.02970297,2.368932039,"24",0.0248393940962083
"424",24,"Object6",0.0807217210531235,"Keys.1"," Pile of keys","Yes",4.02970297,2.368932039,"18",0
"425",25,"Object6",0.132719412446022,"Keys.1","Loads of  different Keys and lots of different  coloured bands like pink and green and yellow and lots of different shaped house keys or  shed keys","Yes",4.02970297,2.368932039,"11",-0.0081248475247695
"426",26,"Object6",0.0700440630316734,"Keys.1","keys","Yes",4.02970297,2.368932039,"9",0
"427",27,"Object6",0.0422356501221657,"Keys.1","This is a picture of a collection of coins on a table","No",4.02970297,2.368932039,"31",0
"428",28,"Object6",0.0730684772133827,"Keys.1","That is a bunch of keys","Yes",4.02970297,2.368932039,"11",0
"429",29,"Object6",0.0827152878046036,"Keys.1","How random just a bunch of keys","Yes",4.02970297,2.368932039,"32",-0.045741294859822
"430",30,"Object6",0.095126286149025,"Keys.1","There's a pile of keys with like key ring chains and stuff","Yes",4.02970297,2.368932039,"1",0
"431",31,"Object6",0.0967676788568497,"Keys.1","This is a picture of a load of keys and key identifier tags","Yes",4.02970297,2.368932039,"23",0
"432",32,"Object6",0.0224125124514103,"Keys.1","Ok I'm seeing a collection of leaves and other things like under a tree in a forest","No",4.02970297,2.368932039,"24",0.0218978102189781
"433",33,"Object6",0.0427315607666969,"Keys.1","in front of me I see quite a lot of buttons all gather together the kind of seemed real quite colourful quite a few of them some blue ones and some red ones quite a few others there all sort of jangled  together it's not really well organized","No",4.02970297,2.368932039,"1",0.0114474879573326
"434",34,"Object6",0.0201782733201981,"Keys.1","I see a celebrity on a red carpet and she is smiling at the camera and has a very nice dress","No",4.02970297,2.368932039,"8",0.048238687945746
"435",35,"Object6",0.0449790097773075,"Keys.1","I see  3 Doors in different colours to some sort of weird looking building","No",4.02970297,2.368932039,"7",-0.03472911291923
"436",36,"Object6",0.0275640357285738,"Keys.1","It's a dog","No",4.02970297,2.368932039,"18",0
"437",37,"Object6",0.137403294444084,"Keys.1","There's a  pile of keys with various label with the different colours yellow green pink blue","Yes",4.02970297,2.368932039,"1",-0.0101896061973293
"438",38,"Object6",0.020147642120719,"Keys.1","It's a cat walking along a fence","No",4.02970297,2.368932039,"11",0
"439",39,"Object6",0.0864437744021416,"Keys.1","A bunch of keys","Yes",4.02970297,2.368932039,"21",0
"440",40,"Object6",0.136177256703377,"Keys.1","A bunch of keys probably from like a lost property um quite colourful key chains","Yes",4.02970297,2.368932039,"9",0
"441",1,"Scene2",0.0419801808893681,"Fire.3","It's a tank erm in the desert I think","No",2.055555556,4.519230769,"11",0
"442",2,"Scene2",0.0906504243612289,"Fire.3","I think this is fire fighters fighting fire at night looks like it might be at a factory or something","Yes",2.055555556,4.519230769,"6",0
"443",3,"Scene2",0.0304232779890299,"Fire.3","Here we can see some bank clerks going about their usual businesses there is 1 customer waiting in the queue I'm not what type or which bank it is but judging by the colour it might be Santander as there are some red highlights, there are 2 clerks 1 of which is on the phone the other seems to be looking up beckoning a customer forwards erm the 1 on the telephone she's also looking at her computer screen the other clerk is male","No",2.055555556,4.519230769,"6",-0.0273842079709914
"444",4,"Scene2",0.0964833870530128,"Fire.3","Er big fire thing with a fire truck spraying water at it er mostly in silhouette apart from the fire itself","Yes",2.055555556,4.519230769,"7",0.0352892904938774
"445",5,"Scene2",0.0263472311198711,"Fire.3","This is a picture of a herd zebras","No",2.055555556,4.519230769,"22",0
"446",6,"Scene2",0.0737169235944748,"Fire.3","it looks like some kind of natural disaster fire in the background and looks like theirs a fire-engine ready-to-put it out  ","Yes",2.055555556,4.519230769,"13",0.0444475800761958
"447",7,"Scene2",0.0272190328687429,"Fire.3","the picture is of a book a stack of books er yeah","No",2.055555556,4.519230769,"19",0
"448",8,"Scene2",0.104854047298431,"Fire.3","building or something on fire, fire engine  silhouette against the flames  ","Yes",2.055555556,4.519230769,"20",0
"449",9,"Scene2",0.0711535140872002,"Fire.3","There is a plane its is on fire its getting put out hopefully it will no longer be on fire but at the moment it is on fire","Yes",2.055555556,4.519230769,"14",0
"450",10,"Scene2",0.0794060528278351,"Fire.3","It's a picture of a fire with a fire truck trying to put it out","Yes",2.055555556,4.519230769,"23",0
"451",11,"Scene2",0.0894537940621376,"Fire.3","A picture of a fire truck putting out a big fire","Yes",2.055555556,4.519230769,"15",0
"452",12,"Scene2",0.0872230008244514,"Fire.3","Erm this one is of a  fire engine trying to put out a big fire the fire is like the main source of light so the fire engines like a silhouette erm it looks like quite a big explosion I think it could be potentially the amazon rainforest","Yes",2.055555556,4.519230769,"24",0.0181450832447095
"453",13,"Scene2",0.0581000931560993,"Fire.3","Erm there's a forest fire and there's people putting it out","Yes",2.055555556,4.519230769,"35",0
"454",14,"Scene2",0.0898609235882759,"Fire.3","It's a large fire going on a shadow of a fire truck blasting water at it","Yes",2.055555556,4.519230769,"9",0.0481211941185207
"455",15,"Scene2",0.0785654485225677,"Fire.3","This picture shows a tank and fire or an explosion happening in the background looks like its taking pouring water on to solve it","Yes",2.055555556,4.519230769,"25",0
"456",16,"Scene2",0.103238359093666,"Fire.3","this photo shows a fire truck putting out a fire and its  very dark in the foreground and mostly very black and  yellow","Yes",2.055555556,4.519230769,"16",-0.0208197239490043
"457",17,"Scene2",0.0313746891915798,"Fire.3","A man and a woman stood side by side looking head on at the camera","No",2.055555556,4.519230769,"21",0
"458",18,"Scene2",0.0632655024528503,"Fire.3","What somethings on fire do not know what is it a power station I like the lighting on it though","Yes",2.055555556,4.519230769,"4",0
"459",19,"Scene2",0.0746552497148514,"Fire.3","aircraft on fire with fire engines trying to put the fire out ","Yes",2.055555556,4.519230769,"19",0
"460",20,"Scene2",0.0716443136334419,"Fire.3","this one is of some fire fighters trying to put out a fire  ","Yes",2.055555556,4.519230769,"18",0
"461",21,"Scene2",0.0844509229063988,"Fire.3","This picture is of some fire fighters spraying hoses on to a blaze","Yes",2.055555556,4.519230769,"10",0
